type,threads,filter,times,mean_time_ms,std_time_ms,min_time_ms,max_time_ms,median_time_ms,iterations
sequential,1,clahe,"[242.50030517578125, 192.07286834716797, 195.24192810058594, 195.18399238586426, 190.9639835357666, 191.80679321289062, 190.70124626159668, 204.77795600891113, 199.2170810699463, 192.00992584228516, 211.9579315185547, 190.3839111328125, 189.18204307556152, 191.7130947113037, 188.86184692382812, 187.9279613494873, 193.56679916381836, 211.40766143798828, 191.91694259643555, 205.41095733642578, 191.85805320739746, 195.01185417175293, 201.04408264160156, 193.88914108276367, 206.63905143737793, 208.12106132507324, 235.7182502746582, 189.06497955322266, 188.5697841644287, 191.46990776062012, 191.55406951904297, 187.89315223693848, 188.6742115020752, 187.72101402282715, 187.84785270690918, 189.8508071899414, 188.78579139709473, 188.84515762329102, 187.3469352722168, 188.28487396240234, 186.83910369873047, 193.58015060424805, 193.10998916625977, 192.8870677947998, 251.44600868225098, 203.2783031463623, 188.69495391845703, 190.66476821899414, 190.70672988891602, 189.24903869628906, 188.30013275146484, 190.89102745056152, 187.43109703063965, 186.66696548461914, 188.53187561035156, 189.43119049072266, 190.0320053100586, 188.38024139404297, 188.13395500183105, 187.10994720458984, 188.31801414489746, 200.31094551086426, 209.8679542541504, 190.9630298614502, 188.02309036254883, 194.2760944366455, 188.33088874816895, 192.76714324951172, 205.09815216064453, 216.4783477783203, 190.63687324523926, 188.0788803100586, 191.6830539703369, 188.4472370147705, 187.25109100341797, 189.04995918273926, 194.70810890197754, 196.2449550628662, 189.69488143920898, 190.02509117126465, 191.51568412780762, 191.8160915374756, 192.23713874816895, 190.83499908447266, 206.51793479919434, 204.72407341003418, 197.2219944000244, 204.79297637939453, 200.8659839630127, 190.92392921447754, 292.7069664001465, 201.1737823486328, 228.25288772583008, 195.5699920654297, 193.1159496307373, 190.14692306518555, 208.0399990081787, 203.95994186401367, 193.3462619781494, 191.31207466125488]",196.5968918800354,14.851835736410589,186.66696548461914,292.7069664001465,191.61856174468994,100
parallel,2,clahe,"[202.82888412475586, 190.39011001586914, 190.0770664215088, 191.4050579071045, 193.50504875183105, 195.33777236938477, 191.0707950592041, 191.0848617553711, 192.5339698791504, 191.57791137695312, 189.87607955932617, 189.26072120666504, 190.45495986938477, 192.9621696472168, 191.0860538482666, 191.59603118896484, 192.41905212402344, 214.55788612365723, 194.67902183532715, 189.76902961730957, 190.71197509765625, 190.81783294677734, 191.72406196594238, 191.4219856262207, 190.02175331115723, 200.3169059753418, 199.87893104553223, 192.641019821167, 200.9899616241455, 191.4360523223877, 192.0788288116455, 190.98305702209473, 191.45512580871582, 191.7729377746582, 194.43774223327637, 193.19987297058105, 191.93220138549805, 191.0409927368164, 192.2779083251953, 190.24395942687988, 189.48984146118164, 195.4958438873291, 191.6501522064209, 189.75496292114258, 189.92900848388672, 197.13687896728516, 197.04699516296387, 213.8533592224121, 191.61105155944824, 191.802978515625, 189.65911865234375, 191.58601760864258, 192.99697875976562, 190.7041072845459, 198.44293594360352, 193.18771362304688, 191.39981269836426, 191.52474403381348, 190.67096710205078, 191.61605834960938, 191.35308265686035, 190.71698188781738, 191.41411781311035, 191.4660930633545, 195.1909065246582, 193.37081909179688, 190.5231475830078, 192.01421737670898, 191.49374961853027, 191.36905670166016, 191.11990928649902, 192.59190559387207, 191.58601760864258, 202.29673385620117, 203.11999320983887, 257.6901912689209, 219.12312507629395, 214.68710899353027, 204.53619956970215, 203.4471035003662, 203.0038833618164, 203.75704765319824, 202.58116722106934, 210.75201034545898, 205.43813705444336, 204.09274101257324, 202.96192169189453, 208.03213119506836, 200.38104057312012, 196.80213928222656, 191.6489601135254, 189.7268295288086, 191.45607948303223, 190.5989646911621, 190.41109085083008, 189.19968605041504, 189.47601318359375, 189.57090377807617]",195.453227782736,9.038169672913114,189.19968605041504,257.6901912689209,191.64955615997314,98
parallel,4,clahe,"[190.52386283874512, 190.11688232421875, 208.8000774383545, 226.41301155090332, 203.5980224609375, 193.85719299316406, 190.63091278076172, 190.10090827941895, 189.06712532043457, 190.6886100769043, 191.03312492370605, 191.1778450012207, 189.73708152770996, 189.59927558898926, 189.65697288513184, 190.78779220581055, 189.439058303833, 189.8941993713379, 191.3769245147705, 190.05894660949707, 189.06188011169434, 188.46416473388672, 190.32692909240723, 189.59403038024902, 190.40393829345703, 190.42372703552246, 190.8731460571289, 191.56885147094727, 189.2228126525879, 191.00308418273926, 190.0632381439209, 191.7428970336914, 190.08684158325195, 190.88506698608398, 215.76309204101562, 191.77675247192383, 189.9430751800537, 190.17815589904785, 191.666841506958, 192.97480583190918, 190.59300422668457, 190.37222862243652, 191.15400314331055, 190.3402805328369, 190.07205963134766, 191.2689208984375, 190.09900093078613, 190.7498836517334, 189.89896774291992, 189.00775909423828, 191.7119026184082, 194.8690414428711, 191.01881980895996, 206.1901092529297, 210.2639675140381, 193.95709037780762, 192.47984886169434, 190.4139518737793, 191.1602020263672, 227.1428108215332, 195.62220573425293, 193.10903549194336, 196.0768699645996, 191.0080909729004, 189.5771026611328, 189.57018852233887, 192.63601303100586, 192.20781326293945, 201.54595375061035, 194.854736328125, 191.82491302490234, 191.38693809509277, 196.1081027984619, 190.87791442871094, 190.1240348815918, 190.16075134277344, 190.12689590454102, 190.87910652160645, 191.19787216186523, 189.47410583496094, 190.84692001342773, 189.1152858734131, 209.80191230773926, 190.77682495117188, 191.18309020996094, 191.2069320678711, 194.60201263427734, 218.04285049438477, 191.64419174194336, 190.3529167175293, 190.77086448669434, 191.81013107299805, 284.376859664917, 504.06885147094727, 222.55897521972656, 209.4399929046631]",198.0657527844111,33.68523029078851,188.46416473388672,504.06885147094727,190.94407558441162,96
parallel,8,clahe,"[275.36582946777344, 213.41490745544434, 224.17783737182617, 211.77291870117188, 216.5539264678955, 190.7491683959961, 192.32821464538574, 189.77689743041992, 194.4270133972168, 190.32597541809082, 191.4958953857422, 191.7870044708252, 189.1460418701172, 190.13714790344238, 189.65983390808105, 189.15605545043945, 206.0408592224121, 203.3689022064209, 201.1420726776123, 192.0006275177002, 200.15907287597656, 195.7409381866455, 197.037935256958, 195.48273086547852, 203.3212184906006, 193.24684143066406, 197.53599166870117, 190.8888816833496, 190.2179718017578, 190.33193588256836, 206.89725875854492, 201.10011100769043, 190.4289722442627, 191.70117378234863, 192.50988960266113, 191.7579174041748, 189.48888778686523, 192.88396835327148, 206.19487762451172, 210.02984046936035, 218.26624870300293, 207.89194107055664, 294.4009304046631, 196.08712196350098, 189.93687629699707, 192.1989917755127, 197.02410697937012, 190.76132774353027, 190.4127597808838, 196.74396514892578, 254.5320987701416, 197.2057819366455, 198.39787483215332, 204.64611053466797, 191.86091423034668, 189.41211700439453, 196.05302810668945, 196.75493240356445, 195.58382034301758, 194.8409080505371, 192.1536922454834, 219.74992752075195, 211.86113357543945, 198.99702072143555, 192.99626350402832, 190.4141902923584, 191.52116775512695, 193.04704666137695, 193.50385665893555, 192.42191314697266, 194.5939064025879, 191.6637420654297, 189.0280246734619, 190.60182571411133, 190.84906578063965, 191.22791290283203, 192.08407402038574, 192.3999786376953, 189.8040771484375, 188.8430118560791, 188.74168395996094, 189.76688385009766, 190.2482509613037, 210.69788932800293, 190.9959316253662, 191.30492210388184, 190.08469581604004, 190.83213806152344, 190.3359889984131, 240.16809463500977, 240.8468723297119, 198.67992401123047, 191.68996810913086, 192.5501823425293, 192.4910545349121, 207.55362510681152, 195.36495208740234]",199.41144628623098,16.999361916509915,188.74168395996094,294.4009304046631,192.5501823425293,97
parallel,16,clahe,"[195.84894180297852, 194.1361427307129, 193.94302368164062, 204.0109634399414, 192.37089157104492, 195.01590728759766, 191.5590763092041, 196.0759162902832, 196.74992561340332, 190.7360553741455, 190.24300575256348, 189.41116333007812, 189.14103507995605, 189.70108032226562, 211.1186981201172, 195.50800323486328, 197.77631759643555, 194.8220729827881, 194.13304328918457, 190.37890434265137, 190.8409595489502, 194.6280002593994, 201.75719261169434, 317.5961971282959, 277.3120403289795, 210.27207374572754, 191.76697731018066, 191.58506393432617, 209.00726318359375, 197.6470947265625, 189.98312950134277, 189.971923828125, 189.6531581878662, 191.59698486328125, 191.68806076049805, 189.89992141723633, 190.73796272277832, 189.26000595092773, 189.9399757385254, 189.58783149719238, 189.79525566101074, 189.4059181213379, 219.28024291992188, 191.25795364379883, 191.48612022399902, 190.82188606262207, 189.7599697113037, 190.49501419067383, 190.91391563415527, 190.6731128692627, 189.64505195617676, 190.2029514312744, 188.97104263305664, 192.98291206359863, 191.1470890045166, 189.81003761291504, 189.81289863586426, 190.67811965942383, 191.15734100341797, 189.7902488708496, 189.44096565246582, 189.7280216217041, 188.9803409576416, 189.36514854431152, 189.65506553649902, 189.19706344604492, 196.57111167907715, 202.1341323852539, 189.3160343170166, 188.7660026550293, 188.9040470123291, 189.56279754638672, 189.26692008972168, 189.13722038269043, 189.4388198852539, 189.22996520996094, 208.39715003967285, 191.36810302734375, 189.60118293762207, 189.19777870178223, 189.26215171813965, 189.58592414855957, 189.50891494750977, 189.61620330810547, 189.7721290588379, 189.5129680633545, 188.88497352600098, 189.53990936279297, 195.26028633117676, 210.39795875549316, 190.7792091369629, 190.48500061035156, 189.35871124267578, 189.33606147766113, 189.30363655090332, 193.01605224609375, 189.3160343170166, 190.38796424865723, 189.52226638793945]",194.7030635795208,16.065337438711023,188.7660026550293,317.5961971282959,190.37890434265137,99
